size,lr,blk,epoch,head_frozen,PPL,mean_similarity_score,std_similarity_score,min_similarity_score,25%_similarity_score,50%_similarity_score,75%_similarity_score,mean_exact_match,std_exact_match,max_exact_match,exact_match_1,exact_match_2,exact_match_3,exact_match_4,exact_match_5,exact_match_6,exact_match_7,exact_match_8,exact_match_9,exact_match_10,exact_match_11,exact_match_12,exact_match_13,exact_match_14,exact_match_15,exact_match_18,exact_match_23,exact_match_54,exact_match_0,exact_match_16,exact_match_17,exact_match_19,exact_match_20,exact_match_21,exact_match_22,exact_match_25,exact_match_32,exact_match_39,exact_match_34,exact_match_37,exact_match_30,exact_match_33,exact_match_26,exact_match_29,exact_match_53,exact_match_27,exact_match_24,exact_match_28,exact_match_36,exact_match_38,exact_match_31,exact_match_35,exact_match_40,exact_match_42,exact_match_43,exact_match_46,exact_match_48,exact_match_52,exact_match_60,exact_match_64
gpt2-xl,1E-05,1,5,False,15.1117,0.769132531711174,0.204656968011298,-0.062196902930737,0.64067704975605,0.819315075874329,0.941085070371628,1.20011764705882,1.70886904220721,39,23056,12250,6625,3711,2133,1276,746,433,258,166,107,70,50,34,23,7,2,,19444,19,11,4,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,
gpt2-xl,5E-05,1,1,False,15.887,0.765831714162515,0.206003193825672,-0.076163716614246,0.636344954371452,0.816360682249069,0.939413323998451,1.08388235294118,1.59920948767728,54,21913,11083,5717,3148,1745,993,559,329,187,121,67,50,36,24,19,6,,1,20587,16,8,5,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,
gpt2-xl,5E-05,1,2,False,16.2734,0.774804501490865,0.202337322974959,-0.054397512227297,0.649301618337631,0.824456214904785,0.945692360401154,1.386,1.91348361968808,54,24453,13986,8104,4805,2869,1749,1057,654,405,261,169,103,77,56,39,12,,1,18047,26,16,6,,4,3,,,,,2,,,,,,,,,,,,,,,,,,,,
gpt2-xl,5E-05,1,3,False,19.2156,0.784834838762375,0.201418464399769,-0.067940771579742,0.662267103791237,0.837847292423248,0.955164059996605,1.94748235294118,2.57494448118751,54,27546,18042,11846,7894,5388,3605,2462,1685,1144,824,596,424,313,222,161,75,28,1,14954,115,88,54,45,38,31,19,,2,5,,8,,16,,,11,20,9,4,3,,,,,,,,,,
gpt2-xl,5E-05,1,4,False,23.5284,0.79569044245361,0.199898219016303,-0.088013336062431,0.67629873752594,0.851094752550125,0.968267127871513,2.78070588235294,3.57919803531984,64,30492,22184,16259,11931,8925,6600,4927,3734,2811,2150,1662,1277,998,778,604,314,118,,12008,481,392,257,216,173,139,81,32,,27,17,42,28,69,45,,59,98,52,19,15,36,22,14,12,9,5,4,3,2,1
gpt2-xl,5E-06,1,1,False,15.0479,0.760240372646425,0.208479539841957,-0.046492792665958,0.62868843972683,0.810260802507401,0.935895100235939,0.92435294117647,1.39224518676106,39,20438,9407,4491,2298,1177,653,349,191,112,67,31,20,13,7,4,2,,,22062,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
gpt2-xl,5E-06,1,2,False,14.7206,0.761638462289806,0.207774106849301,-0.091856136918068,0.629181921482086,0.81187978386879,0.936321780085564,0.982,1.45918074684507,39,20988,10065,4964,2592,1381,751,409,227,134,82,45,31,21,12,5,2,,,21512,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
gpt2-xl,5E-06,1,3,False,14.6316,0.764681044962257,0.205989201731231,-0.083164066076279,0.634428843855858,0.814681202173233,0.938326314091682,1.02054117647059,1.50219701182094,39,21375,10459,5269,2784,1515,849,467,260,148,92,51,34,23,14,5,,,,21125,4,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
gpt2-xl,5E-06,1,4,False,14.6192,0.765109606591743,0.205673317009054,-0.083164066076279,0.633811101317406,0.814702570438385,0.938897088170052,1.03355294117647,1.51777280435881,39,21515,10605,5355,2841,1559,877,481,271,149,97,54,37,26,17,9,2,,,20985,7,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
gpt2-xl,5E-06,1,5,False,14.6539,0.764859889953671,0.205509688695134,-0.083164066076279,0.633626848459244,0.814467132091522,0.938426181674004,1.04872941176471,1.53816121948716,39,21631,10734,5485,2935,1614,923,509,285,165,106,61,39,26,17,9,2,,,20869,6,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
gpt2-xl,5E-06,1,6,False,14.6463,0.765382672398472,0.205549459269192,-0.083202160894871,0.63419845700264,0.815728157758713,0.938551664352417,1.05444705882353,1.54553168596828,39,21708,10804,5521,2946,1624,929,513,288,168,109,62,43,29,18,11,4,,,20792,9,6,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
gpt2-xl,5E-06,1,7,False,14.6849,0.765474324491598,0.20529081683689,-0.021985685452819,0.634561210870743,0.815211266279221,0.938594549894333,1.06672941176471,1.56243547889634,39,21809,10901,5605,3019,1680,966,543,308,180,113,68,46,31,19,11,3,,,20691,8,5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
gpt2,1E-05,1,10,False,21.1841,0.749609108414567,0.213990109064293,-0.107175052165985,0.611020013689995,0.798886656761169,0.930920705199241,0.813223529411765,1.25781276516891,23,19137,8197,3608,1758,882,451,235,125,69,41,23,14,6,4,,,1,,23363,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpt2,1E-05,1,19,False,20.9824,0.750260300599082,0.213448120322122,-0.107175052165985,0.611838966608048,0.799789041280746,0.931078597903252,0.827835294117647,1.2831479426483,37,19293,8359,3725,1838,925,472,243,129,74,44,24,16,8,5,,,,,23207,3,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
gpt2,1E-05,1,25,False,20.9132,0.750467913164922,0.213522004273181,-0.064354814589024,0.611919745802879,0.80083167552948,0.930790454149246,0.8368,1.29725255071379,37,19387,8448,3797,1880,956,484,249,136,82,52,30,18,9,6,,,,,23113,4,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
gpt2,5E-05,1,1,False,22.2072,0.747665732851405,0.216442027617825,-0.115276597440243,0.607455581426621,0.798923134803772,0.930359467864036,0.783247058823529,1.23218400252471,37,18725,7842,3399,1649,789,395,205,116,67,35,21,11,6,4,2,,,,23775,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
gpt2,5E-05,1,12,False,20.455,0.756910031596604,0.21063169235443,-0.058242086321115,0.621387332677841,0.807834923267365,0.934951931238174,0.972141176470588,1.44909801591086,23,20861,9929,4866,2558,1343,754,417,242,137,83,44,28,19,10,7,,2,,21639,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpt2,5E-05,1,2,False,21.252,0.751423847907562,0.213651145333487,-0.086876146495342,0.613333389163017,0.802638411521912,0.932074293494224,0.837247058823529,1.288746758075,23,19373,8489,3824,1866,947,477,261,144,91,48,24,16,8,4,,,1,,23127,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpt2,5E-05,1,3,False,20.8141,0.751619155149271,0.213477505502859,-0.051084570586681,0.613619074225426,0.802585780620575,0.932604908943176,0.870352941176471,1.33905531032791,37,19769,8793,4062,2038,1056,560,305,163,97,54,26,15,10,7,4,,2,,22731,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
gpt2,5E-05,1,4,False,20.5576,0.753238568777558,0.212329482889843,-0.075577311217785,0.615815833210945,0.803479194641113,0.93316376209259,0.893788235294118,1.36335588408462,37,20034,9083,4268,2141,1101,596,319,178,101,63,28,18,13,7,5,,2,,22466,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
gpt2,5E-05,1,8,False,20.4132,0.75569549453814,0.211048606887107,-0.052052352577448,0.618815660476685,0.806278079748154,0.934238120913506,0.945882352941176,1.42414108347414,23,20570,9642,4655,2415,1257,699,394,227,132,81,44,30,19,10,7,,2,,21930,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpt2,5E-06,1,17,False,21.6222,0.748113108430825,0.214878182507098,-0.120284281671047,0.606956213712692,0.797942459583283,0.930138438940048,0.788258823529412,1.22838057018876,23,18840,7899,3409,1646,813,420,217,110,60,35,18,12,6,4,,,1,,23660,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpt2,5E-06,1,25,False,21.3069,0.748868935785333,0.214314404704496,-0.107175052165985,0.610185727477074,0.797715544700623,0.930470317602158,0.806894117647059,1.25087964083102,23,19032,8130,3571,1742,867,445,228,118,66,39,20,13,6,4,,,1,,23468,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpt2,5E-06,1,30,False,21.2389,0.749225722916205,0.213987631876419,-0.055722333490849,0.610636845231056,0.798484861850739,0.930603176355362,0.809647058823529,1.25435353032077,23,19076,8160,3587,1751,869,448,229,121,69,42,22,14,6,4,,,1,,23424,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpt2-large,,,,,,0.748244434204106,0.217807111887274,-0.091087847948074,0.607673928141594,0.801641434431076,0.931799530982971,0.6764,1.08523466623857,16,17198,6748,2701,1132,482,248,118,63,29,18,3,,2,,,,,,25302,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
